Latitude,Longitude,Type,Licensee Name,Child Care Centre Name,# of Infant,# of Toddler,# of Preschool,# of Kindergarten,# of Primary/Junior School Age ,# of Junior School Age,# of Family Age Group,Total Capacity,CCC Civic Address,CCC Civic Address -  City,CCC Civic Address -  Province,CCC Civic Address - Postal Code,Full French Service,Indigenous,Website,Phone Number,Email Address
45.4065559,-75.7081212,Centre,Dalhousie Parents' Daycare Centre,Dalhousie Parents Daycare Centre,10,30,32,0,0,0,0,72,391 Booth  Street,Ottawa, Ontario, K1R 7K5,,,https://www.dalhousieparentsdaycare.ca,,
45.2725435,-75.7588118,Centre,Deborah Keedwell,Little Pickles & Poppets,0,15,0,0,0,0,0,15,3013 Jockvale Road,Ottawa, Ontario, K2J 4E4,,,https://www.picklesandpoppets.ca,,
45.304773,-75.905847,Centre,Deborah Keedwell,"Little Pickles, Katimavik",0,15,0,0,0,0,0,15,200 Katimavik Road,Ottawa, Ontario, K2L 4A2,,,https://www.picklesandpoppets.ca,,
45.304773,-75.905847,Centre,Deborah Keedwell,"Little Poppets, Katimavik",12,15,0,0,0,0,0,27,200 Katimavik Road,Ottawa, Ontario, K2L 4A2,,,https://www.picklesandpoppets.ca,,
45.2747195,-75.767901,Centre,Deborah Keedwell,Pickles & Poppets Nursery School,0,9,16,0,0,0,0,25,2900 Jockvale  Road,Barrhaven, Ontario, K2J 4J5,,,https://www.picklesandpoppets.ca,,
45.304773,-75.905847,Centre,Deborah Keedwell,Pickles & Poppets Nursery School,0,0,24,0,0,0,0,24,200 Katimavik Road,Ottawa, Ontario, K2L 4A2,,,https://www.picklesandpoppets.ca,,
45.4055218,-75.7188996,Centre,Devonshire School Age Program of Ottawa-Carleton,Devonshire Child Care Centre,0,0,16,78,90,0,0,184,100 Breezehill Avenue North,Ottawa, Ontario, K1Y 2H5,,,https://devonshireccc.ca,,
45.2802435,-75.9070153,Centre,Dolphin Tale Child Care Ltd.,Dolphin Tale Child Care Ltd.,20,30,55,0,16,0,0,121,59 Iber  Road,Ottawa, Ontario, K2S 1E7,,,https://www.dolphintalechildcare.ca,,
45.3999036,-75.7058862,Centre,Dow's Lake Day Care/Garderie Lac Dow Inc.,Dow's Lake Day Care / Garderie Lac Dow,0,15,24,0,0,0,0,39,580 Booth  Street,Ottawa, Ontario, K1A 0E4,,,https://dld-gld.com,,
45.3765837,-75.7521682,Centre,Early Beginnings Multicultural Child Development Centre of Ottawa-Carleton,Early Beginnings Multicultural Child Development Centre of Ottawa-Carleton,0,15,32,16,0,0,0,63,11 Nadolny Sachs  Private,Ottawa, Ontario, K2A 1R9,,,http://www.earlybeginningsottawa.ca,,
45.3428773,-75.7624546,Centre,Earth Kidz Early Learning Centre Inc.,Earth Kidz Early Learning Centre,0,15,16,0,0,0,0,31,117 Centrepointe Drive,Ottawa, Ontario, K2G 5X3,,,https://www.ekelc.ca,,
45.4291855,-75.6674524,Centre,Edgewood Child Care Centre,Edgewood Child Care Centre,0,0,40,0,0,0,0,40,9 Stevens Avenue,Ottawa, Ontario, K1K 1K4,,,http://www.edgewoodchildcarecentre.com,,
45.2607872,-75.766518,Centre,Educara Inc.,Educara Montessori Child Care – Barrhaven,0,15,16,0,0,0,0,31,275 Tartan Drive,Ottawa, Ontario, K2J 3T1,,,https://educara.ca,,
45.428245,-75.658898,Centre,Église Mon Rochers,C.P.E. du Rocher,10,15,0,0,0,0,0,25,235 Donald  Rue,Ottawa, Ontario, K1K 1N1,French,,,,
45.4516082,-75.6803534,Centre,Elmwood School Incorporated,Elmwood School,0,0,16,0,0,0,0,16,261 Buena Vista Road,Ottawa  , Ontario, K1M 0V9,,,https://www.elmwood.ca,,
45.4296244,-75.6486805,Centre,Fairview Child Care Centre of Ottawa Inc.,Fairview Child Care Centre,0,15,32,0,0,0,0,47,437 Donald  Street,Ottawa, Ontario, K1K 1L8,,,http://fairviewchildcare.ca,,
45.3466833,-75.8136169,Centre,FERGUSLEA PROPERTIES LIMITED,Accora Centre,0,0,0,0,20,0,0,20,98 Woodridge Crescent,Ottawa  , Ontario, K2B 7S9,,,,,
45.4404136,-75.6778554,Centre,Fern Hill School (Ottawa) Inc.,Fern Hill School,0,15,44,40,30,0,0,129,50 Vaughan  Street,Ottawa, Ontario, K1M 1X1,,,https://www.fernhillottawa.com,,
45.3773761,-75.7442106,Centre,FIRST JOURNEY MONTESSORI INC.,First Journey Montessori Inc.,0,15,16,0,0,0,0,31,1551 Laperriere Avenue,Ottawa, Ontario, K1Z 7T2,,,https://www.firstjourney.ca,,
45.3677059,-75.6626708,Centre,Future Scolars Montessori Acedemy Inc.,Future Scholars Montessori Academy Inc.,7,15,24,0,0,0,0,46,1920 Bank Street Street,Ottawa, Ontario, K1V 7Z8,,,https://www.futurescholarsmontessori.com,,
45.43364,-75.683633,Centre,Garderie Beausoleil Inc.,Garderie Beausoleil,0,15,48,0,0,0,0,63,333 York  Street,Ottawa, Ontario, K1N 8W4,French,,,,
45.4233267,-75.681874,Centre,Garderie Bernadette Child Care Centre,Garderie Bernadette Child Care Centre,10,15,24,0,0,0,0,49,100 Thomas More,Ottawa, Ontario, K1N 6N5,,,https://gbccc.weebly.com,,
45.1822662,-75.35532,Centre,Garderie des Amis Embrun Inc.,Garderie des amis-Marionville,0,0,0,26,15,0,0,41,9575 ch. Marionville Chemin,Ottawa, Ontario, K4R 1E5,French,,,,
45.4020324,-75.7298854,Centre,Garderie Tunney's Day Care,Garderie Tunney's Day Care,10,25,32,0,0,0,0,67,150 Parkdale Ave,Ottawa, Ontario, K1A 0T6,French,,,,
45.3958961,-75.7255787,Centre,German Evangelical Martin Luther Church of Ottawa Inc.,Martin Luther Kindergarten,0,0,26,0,0,0,0,26,579 Parkdale  Avenue,Ottawa, Ontario, K1Y 4K1,,,https://glco.org,,
45.4021215,-75.6914914,Centre,Glebe Co-operative Nursery School Inc.,Glebe Co-operative Nursery School Inc.,0,0,24,0,0,0,0,24,175 Third  Avenue,Ottawa, Ontario, K1S 2K2,,,https://glebepreschool.com,,
45.403463,-75.692491,Centre,Glebe Montessori School Inc.,Glebe Montessori School,0,19,72,0,0,0,0,91,650 Lyon Street South,Ottawa, Ontario, K1S 3Z7,,,https://www.glebemontessori.com,,
45.403319,-75.6826392,Centre,Glebe Parents' Day Care Centre,Glebe Parents' Day Care Centre,10,30,40,0,30,0,0,110,10 Fifth  Avenue,Ottawa, Ontario, K1S 5N5,,,https://www.glebeparentsdaycare.com,,
45.4064351,-75.6853532,Centre,Glebe Parents' Day Care Centre,Glebe Parents' Daycare First Avenue Campus,0,0,16,43,56,0,0,115,73 First Avenue,Ottawa, Ontario, K1S 2G1,,,https://www.glebeparentsdaycare.com,,
45.3932176,-75.6841527,Centre,Glebe Parents' Day Care Centre,Glebe Parents' Daycare Hopewell Campus,0,0,16,78,150,0,0,244,17 Hopewell  Avenue,Ottawa, Ontario, K1S 2Y7,,,https://www.glebeparentsdaycare.com,,
45.4007855,-75.6906649,Centre,Glebe Parents' Day Care Centre,Glebe Parent's Daycare Mutchmor Campus,0,0,0,52,60,0,0,112,185 Fifth  Avenue,Ottawa, Ontario, K1S 2N1,,,https://www.glebeparentsdaycare.com,,
45.296136,-75.8848871,Centre,Glen Cairn Co-operative Preschool Inc.,Glen Cairn Coop Preschool,0,0,24,0,0,0,0,24,186 Morrena  Road,Kanata, Ontario, K2L 1E1,,,https://www.gccp.ca,,
45.2882425,-75.6730599,Centre,Global Child Care Services/Services globaux pour enfants,Canyon Walk Child Care Centre,0,0,40,0,0,0,0,40,4175-B Spratt Road,Ottawa, Ontario, K1V 1T6,,,https://gccs.ca,,
45.4796506,-75.4874474,Centre,Global Child Care Services/Services globaux pour enfants,Fallingbrook School Age Program,0,0,0,67,120,0,0,187,679-B Deancourt Crescent,Orléans, Ontario, K4A 3E1,,,https://gccs.ca,,
45.449233,-75.537682,Centre,Global Child Care Services/Services globaux pour enfants,Forest Valley School Age Program,0,0,0,47,135,0,0,182,1570A Forest Valley  Drive,Ottawa, Ontario, K1C 6X7,,,https://gccs.ca,,
45.4583385,-75.5665939,Centre,Global Child Care Services/Services globaux pour enfants,Garderie Heritage Child Care Centre,10,15,32,0,0,0,0,57,1425 St.Joseph Boulevard,Gloucester, Ontario, K1C 7K9,,,https://gccs.ca,,
45.2097115,-75.6625086,Centre,Global Child Care Services/Services globaux pour enfants,Rideau Valley Child Care Centre,10,25,40,26,38,0,0,139,5858 Rideau Valley  Drive North,Manotick, Ontario, K4M 1B3,,,https://gccs.ca,,
45.4762045,-75.4728829,Centre,Global Child Care Services/Services globaux pour enfants,Trillium School Age Program,0,0,0,26,90,0,0,116,1515 B Varennes  Boulevard,Orléans, Ontario, K4A 3S1,,,https://gccs.ca,,
45.3672895,-75.6255748,Centre,Global Child Care Services/Services globaux pour enfants,Winterwood Child Care Centre,10,15,32,0,0,0,0,57,89 Lorry Greenberg Drive,Ottawa, Ontario, K1T 3J6,,,https://gccs.ca,,
45.4046815,-75.6889547,Centre,Good Morning Playgroup Inc.,Good Morning Preschool,0,0,24,0,0,0,0,24,174 First  Avenue,Ottawa, Ontario, K1S 2G4,,,,,
45.381566,-75.6346565,Centre,Hawthorne Meadows Nursery School,Cornerstone Children's Centre/Heatherington Nursery School,0,15,56,0,0,0,0,71,2330 Don Reid  Drive,Ottawa, Ontario, K1H 1E1,,,,,
45.3953725,-75.6145049,Centre,Hawthorne Meadows Nursery School,Hawthorne Meadows Nursery School,0,0,24,0,0,0,0,24,2244 Russell Road,Ottawa, Ontario, K1G 1B8,,,,,
45.3522315,-75.6416133,Centre,Imagination Station Children's Learning Centre,The Imagination Station Children's Learning Centre,0,10,39,0,0,0,0,49,3581 Albion  Road,Ottawa, Ontario, K1T 1A2,,,http://www.imaginationstation.ca,,
45.431142,-75.6600603,Centre,"Inuuqatigiit Centre for Inuit Children, Youth and Families",The Sivummut Head Start Program,0,5,24,0,0,0,0,29,230 McArthur  Avenue,Ottawa, Ontario, K1L 6P5,,IN,https://www.inuuqatigiit.ca,,
45.4311512,-75.6603774,Centre,"Inuuqatigiit Centre for Inuit Children, Youth and Families",Tumiralaat Inuit Child Care Centre,0,10,18,0,0,0,0,28,224 McArthur  Avenue,Ottawa, Ontario, K1L 6P5,,IN,https://www.inuuqatigiit.ca,,
45.3744515,-75.7516094,Centre,Jewish Youth Library of Ottawa,Westboro Jewish Montessori Pre-school,0,11,19,0,0,0,0,30,31 Nadolny Sachs Private,Ottawa, Ontario, K2A 1R9,,,,,
45.3307415,-75.7028457,Centre,Joanna Stankiewicz,Little Explorers Reggio Emilia Pre-School,0,15,16,0,0,0,0,31,6 Deakin  Street,Ottawa, Ontario, K2E 1C4,,,,,
45.2924463,-75.9238636,Centre,Kanata Academy Private School Reg. Inc.,Kanata Academy Private School Reg. Inc.,0,0,24,0,0,0,0,24,180 Huntmar  Drive,Ottawa, Ontario, K2S 1B9,,,https://kanataacademy.com,,
45.2845607,-75.8773614,Centre,Kanata Montessori School,Kanata Montessori School,0,30,96,0,0,0,0,126,355 Michael Cowpland  Drive,Kanata, Ontario, K2M 2C5,,,https://www.kanatamontessori.com,,
45.3761095,-75.9549846,Centre,Kanata Montessori School,Kanata Montessori School (North Campus),0,15,40,0,0,0,0,55,630 Cameron Harvey Drive,Kanata, Ontario, K2K 1X7,,,https://www.kanatamontessori.com,,
45.3524842,-75.9174886,Centre,Kanata Research Park Family Centre,Kanata Research Park Family Centre,0,30,61,26,30,0,0,147,100 Helmsdale  Drive,Kanata, Ontario, K2K 2S5,,,https://krpfamilycentre.com,,
45.3548528,-75.9270808,Centre,Kanata Research Park Family Centre,Kanata Research Park Family Centre - Summer Camp program,0,0,0,0,30,0,0,30,325 Sandhill Road,kanata, Ontario, K2K 1X7,,,https://krpfamilycentre.com,,
45.3881512,-75.7288177,Centre,KanCar Community Children's Centre Inc.,The Children's Place (Annex),0,5,32,0,0,0,0,37,1160 Carling  Avenue,Ottawa, Ontario, K1Z 7K6,,,,,
45.3883338,-75.7282116,Centre,KanCar Community Children's Centre Inc.,The Children's Place (Carling),10,15,40,0,0,0,0,65,1150 Carling  Avenue,Ottawa, Ontario, K1Z 7K5,,,,,
45.339316,-75.9060957,Centre,KanCar Community Children's Centre Inc.,The Children's Place (Kanata),20,45,64,0,30,0,0,159,310 Legget  Drive,Kanata, Ontario, K2K 1Y6,,,,,
45.3395042,-75.9055834,Centre,KanCar Community Children's Centre Inc.,The Children's Place (Megan's Place),0,0,24,24,90,0,0,138,312 Legget  Drive,Kanata, Ontario, K2K 1Y6,,,,,
45.3100655,-75.8899825,Centre,Katimavik Cooperative Nursery School,Katimavik Cooperative Nursery School,0,0,30,0,0,0,0,30,64 Chimo Drive,Kanata, Ontario, K2L 1Y9,,,http://www.kcns.ca,,
45.3415692,-75.9231126,Centre,Kids & Company Ltd.,Kids & Company - Kanata,10,15,16,0,15,0,0,56,11 Hines  Road,Kanata, Ontario, K2K 2X1,,,https://kidsandcompany.com,,
45.2853565,-75.869226,Centre,Kids & Company Ltd.,Kids & Company Eagleson,30,60,40,0,15,0,0,145,110 Michael Cowpland Drive,Kanata, Ontario, K2M 1X3,,,https://kidsandcompany.com,,
45.3962011,-75.7499293,Centre,Kids & Company Ltd.,Kids & Company Westboro,20,30,32,0,0,0,0,82,317 McRae Street,Ottawa, Ontario, K1Z 5T9,,,https://kidsandcompany.com,,
45.4181145,-75.7038199,Centre,Kids & Company Ltd.,Ottawa-Albert - Kids and Company,10,30,30,0,0,0,0,70,360 Albert  Street,Ottawa, Ontario, K1R 7X7,,,https://kidsandcompany.com,,
45.3175525,-75.8863507,Centre,KIDS KINGDOM ORLEANS DAYCARE INC.,Kids Kingdom,10,45,64,0,0,0,0,119,66 Hearst Way,Kanata, Ontario, K2L 2P4,,,https://kidskingdom.ca,,
45.4896643,-75.4794271,Centre,KIDS KINGDOM ORLEANS DAYCARE INC.,Kids Kingdom,10,30,40,0,0,0,0,80,1290 Trim Road,Orleans, Ontario, K1C 1T1,,,https://kidskingdom.ca,,
45.4023726,-75.7239183,Centre,Le Carrefour d'Ottawa,Le Carrefour d'Ottawa,0,0,32,78,105,0,0,215,35 Melrose  Avenue (French),Ottawa, Ontario, K1Y 1T8,French,,https://lecarrefourdottawa.ca,,
45.3900718,-75.6315952,Centre,Le Carrefour d'Ottawa,Le Carrefour d'Ottawa - Arch,0,15,24,91,90,0,0,220,2198 Arch  Rue,Ottawa, Ontario, K1G 2H7,French,,https://lecarrefourdottawa.ca,,
45.3070052,-75.5848901,Centre,Leitrim Montessori Preschool Inc.,Leitrim Montessori Preschool,0,0,48,0,0,0,0,48,4861 Bank  Street,Ottawa, Ontario, K1X 1G6,,,https://leitrimmontessori.com,,
45.3801294,-75.6306894,Centre,Les services à l'enfance Grandir Ensemble,Le Carrousel,0,15,0,0,0,0,0,15,431 St-Laurent Boulevard,Ottawa, Ontario, K1K 2Z8,French,,,,
45.3628612,-75.776885,Centre,Les services à l'enfance Grandir Ensemble,Le Cerf-Volant - Édouard-Bond,0,10,16,78,90,20,0,214,920 Parkhaven Avenue (French),Ottawa, Ontario, K2B 5K3,French,,,,
45.349795,-75.7943635,Centre,Les services à l'enfance Grandir Ensemble,"Le Cerf-Volant, école Marius Barbeau",0,15,24,78,90,20,0,227,1345 Notting Hill Avenue,Ottawa, Ontario, K1V 6T3,French,,,,
45.3521612,-75.622866,Centre,Les services à l'enfance Grandir Ensemble,"Le Cerf-Volant, école Sainte-Bernadette",0,0,0,104,90,20,0,214,3781 Sixth  Rue,Ottawa, Ontario, K1T 1K5,French,,,,
45.352108,-75.7677218,Centre,Les services à l'enfance Grandir Ensemble,"Le Cerf-Volant, école Terre-des-Jeunes",0,15,24,130,150,40,0,359,1303 Fellows Chemin,Ottawa, Ontario, K2C 2V8,French,,,,
45.3636723,-75.672949,Centre,Les services à l'enfance Grandir Ensemble,"Le Cerf-Volant, George-Étienne-Cartier",0,15,24,91,100,20,0,250,880 Thorndale Drive,Ottawa, Ontario, K1V 6Y3,French,,,,
45.3364796,-75.788998,Centre,Les services à l'enfance Grandir Ensemble,"Le Cerf-Volant, Ottawa Ouest",0,0,0,52,60,20,0,132,20 Harrison,Ottawa  , Ontario, K2H 7N5,French,,,,
45.287224,-75.8461525,Centre,Les services à l'enfance Grandir Ensemble,"Le Manège, Élisabeth-Bruyère",0,10,16,65,105,20,0,216,100 Stonehaven Promenade,Ottawa  , Ontario, K2M 2H4,French,,,,
45.2705459,-75.9034721,Centre,Les services à l'enfance Grandir Ensemble,"Le Manège, Jean-Paul II",0,15,24,65,105,20,0,229,5473 Abbott,Ottawa  , Ontario, K2S 0A8,French,,,,
45.270208,-75.731696,Centre,Les services à l'enfance Grandir Ensemble,"Le Manège, Jean-Robert Gauthier",0,10,24,78,105,20,0,237,651 Chapman Mills Promenade,Ottawa  , Ontario, K2J 4X1,French,,,,
45.2858439,-75.7437443,Centre,Les services à l'enfance Grandir Ensemble,"Le Manège, Pierre-Elliott-Trudeau",0,10,16,78,120,20,0,244,601 Longfields Dr,Ottawa  , Ontario, K2J 4X1,French,,,,
45.2457337,-75.7360772,Centre,Les services à l'enfance Grandir Ensemble,"Le Manège, Sainte-Kateri",0,10,16,78,105,20,0,229,2450 River Mist,Ottawa  , Ontario, K2J 4X1,French,,,,
45.4325461,-75.6168691,Centre,Little Acorn Early Learning Centre Inc,Little Acorn Early Learning Centre,0,30,48,10,0,0,0,88,1921  Ogilvie Road,Ottawa, Ontario, K1J 0B9,,,https://acornelc.ca,,
45.355979,-75.640292,Centre,LITTLE MUNCHKINS HIDEOUT INC.,Little Munchkins Hideout Daycare Centre,0,10,20,0,0,0,0,30,1426 Hunt Club  Road,Ottawa, Ontario, K1T 1M6,,,https://www.littlemunchkinshideout.com,,
45.4058555,-75.6632987,Centre,Lycée Claudel,Lycée Claudel,0,0,48,0,0,0,0,48,1635 Riverside Drive,Ottawa, Ontario, K1G 0E5,French,,,,
45.435094,-75.6615936,Centre,Makonsag Aboriginal Head Start Inc.,Makonsag Aboriginal Head Start,0,0,36,0,0,0,0,36,297 Olmstead Street,Vanier, Ontario, K1L 7J9,,IN,https://www.makonsag.ca,,
45.4502307,-75.6563877,Centre,Manor Park Community Council,Before and After School in Manor Park,0,0,0,64,135,0,0,199,100 Braemar Street,Ottawa, Ontario, K1K 3C9,,,http://manorpark.ca,,
45.2220555,-75.6865968,Centre,Manotick Co-operative Nursery School,Manotick Co-operative Nursery School,0,0,24,0,0,0,0,24,5572 Doctor Leach Drive,Manotick, Ontario, K4M 1C8,,,,,
45.3307935,-75.6730139,Centre,Military Family Resource Centre of the National Capital Region,MFRC-NCR Playtime Platoon Childcare Centre /Garderie,0,10,20,0,0,0,0,30,330 Croil Private,Gloucester, Ontario, K1V 1J1,,,https://cfmws.ca/national-capital-region/military-family-services,,
45.4685725,-75.5354349,Centre,Mouvement d'implication francophone d'Orléans (M.I.F.O.),MIFO école de l'Odyssée,0,15,24,52,180,0,0,271,1770 Grey Nuns  Promenade,Orléans, Ontario, K1C 1C3,French,,https://mifo.ca,,
45.4215343,-75.604215,Centre,Mouvement d'implication francophone d'Orléans (M.I.F.O.),MIFO École des pins,0,10,16,26,60,0,0,112,1487 Ridgebrook Promenade,Ottawa, Ontario, K1B 4K6,French,,https://mifo.ca,,
45.474038,-75.5523879,Centre,Mouvement d'implication francophone d'Orléans (M.I.F.O.),MIFO école des Voyageurs,0,15,16,78,180,0,0,289,6030 Voyageur  Promenade,Orléans, Ontario, K1C 2T1,French,,https://mifo.ca,,
45.456894,-75.5323183,Centre,Mouvement d'implication francophone d'Orléans (M.I.F.O.),MIFO école Étoile de l'Est,0,0,48,78,240,0,0,366,6220 Beauséjour Promenade,Orléans, Ontario, K1C 8E4,French,,https://mifo.ca,,
45.4321264,-75.5091799,Centre,Mouvement d'implication francophone d'Orléans (M.I.F.O.),MIFO- école Notre Dame des Champs,0,15,16,104,210,0,0,345,6280 Renaud Rue,Ottawa, Ontario, K4B 1H9,French,,https://mifo.ca,,
45.432582,-75.5665781,Centre,Mouvement d'implication francophone d'Orléans (M.I.F.O.),MIFO école Sainte Marie,0,0,16,40,60,0,0,116,2599 Innes Chemin,Ottawa, Ontario, K1B 3J8,French,,https://mifo.ca,,
45.465596,-75.5213983,Centre,Mouvement d'implication francophone d'Orléans (M.I.F.O.),MIFO école St. Joseph d'Orléans,0,0,32,80,120,0,0,232,6664 Carrière Rue,Orléans, Ontario, K1C 1J4,French,,https://mifo.ca,,
45.4736215,-75.4815539,Centre,Mouvement d'implication francophone d'Orléans (M.I.F.O.),MIFO-école des Pionniers,0,10,16,78,240,0,0,344,720  Merkley Promenade East,Orléans, Ontario, K4A 1L8,French,,https://mifo.ca,,
45.3517176,-75.7946131,Centre,Muslim Association Canada,MAC Preschool and Childcare:Abraar Location,0,15,24,0,0,0,0,39,1085 Grenon Avenue,Ottawa, Ontario, K2B 8L7,,,https://schools.macnet.ca/abraarsecondary/preschool-childcare-program/,,
45.2528975,-75.6968123,Centre,My Little Preschool Inc.,My Little Preschool,0,10,16,0,0,0,0,26,815 River  Road,Manotick, Ontario, K4M 1B2,,,https://mylittlepreschool.com,,
45.3358648,-75.9111111,Centre,Nature and Nurture Childcare Services Inc.,Nature and Nurture Childcare Services Inc.,0,25,24,0,0,0,0,49,50 Steacie Drive,Kanata, Ontario, K2K 2A9,,,https://nandncc.com,,
45.1305818,-75.7116723,Centre,North Gower Co-operative Nursery School Inc.,North Gower Co-operative Nursery School,0,0,22,0,0,0,0,22,2300 Community  Way,North Gower, Ontario, K0A 2T0,,,,,
45.457144,-75.5691897,Centre,Orchardview Montessori School Inc.,Orchardview Montessori School,0,15,24,0,0,0,0,39,1367 St.Joseph  Boulevard,Orléans, Ontario, K1C 7K9,,,https://www.orchardviewmontessori.com,,
45.4663445,-75.5447921,Centre,Orleans Cooperative Nursery School/The Orleans Preschool Inc.,The Orleans Preschool,0,10,16,0,0,0,0,26,1490 Youville  Drive,Orléans, Ontario, K1C 2X8,,,https://theorleanspreschool.com,,
45.5009485,-75.4538374,Centre,Orleans Montessori Children's House Inc.,Orleans Montessori Children's House Inc.,0,0,40,0,0,0,0,40,1212 Arbuste  Avenue,Cumberland, Ontario, K4C 1C2,,,https://orleansmontessori.ca,,
45.4333585,-75.5305156,Centre,Orleans Montessori Pre-school & Childcare Inc.,Orleans Montessori Preschool and Child Care,0,10,11,0,0,0,0,21,2820 Navan  Road,Orléans, Ontario, K1C 7G4,,,http://www.ompsc.com,,
45.1478441,-75.6013987,Centre,Osgoode Co-operative Nursery School,Osgoode Cooperative Nursery School,0,0,16,0,0,0,0,16,5660 Osgoode Main Street,Osgoode, Ontario, K0A 2W0,,,,,
45.4346305,-75.6417713,Centre,Ottawa Carleton District School Board,Ottawa Carleton District School Board (Rideau High School Infant Toddler Preschool Program),10,15,24,0,0,0,0,49,815 St.Laurent  Boulevard,Ottawa, Ontario, K1K 3A7,,,,,
45.3624087,-75.7791698,Centre,Ottawa Carleton District School Board,Ottawa Carleton District School Board (Woodroffe High School Infant Toddler Preschool Program),16,15,16,0,0,0,0,47,2410 Georgina  Drive,Ottawa, Ontario, K2B 7M8,,,,,
45.2487173,-75.9063699,Centre,Ottawa Catholic Child Care Corporation,Baywood School Age Program,0,0,0,78,120,0,0,198,4 Baywood  Street,Stittsville, Ontario, K2S 1A5,,,https://occhildcare.ca,,
45.4545015,-75.604138,Centre,Ottawa Catholic Child Care Corporation,Beaconwood School Age Program,0,0,0,52,60,0,0,112,635 La V�rendrye Dr,Gloucester, Ontario, K1J 7C2,,,https://occhildcare.ca,,
45.2692233,-75.7328843,Centre,Ottawa Catholic Child Care Corporation,Chapman Mills Early Learning Centre,0,0,40,104,105,0,0,249,500 B Chapman Mills Drive,Nepean, Ontario, K2G 3R4,,,https://occhildcare.ca,,
45.2848229,-75.7086045,Centre,Ottawa Catholic Child Care Corporation,Crestway Early Learning Centre,0,0,40,104,150,0,0,294,201 Crestway Drive,Nepean, Ontario, K2G 6Z3,,,https://occhildcare.ca,,
45.4443256,-75.5993857,Centre,Ottawa Catholic Child Care Corporation,Elmridge School Age Program,0,0,0,52,60,0,0,112,1923 Elmridge  Drive,Gloucester, Ontario, K1J 8G7,,,https://occhildcare.ca,,
45.2809584,-75.837711,Centre,Ottawa Catholic Child Care Corporation,Emerald Meadows School Age Program,0,0,0,78,120,0,0,198,500 B Stonehaven  Drive,Kanata, Ontario, K2M 2V6,,,https://occhildcare.ca,,
45.469376,-75.474557,Centre,Ottawa Catholic Child Care Corporation,Gardenway School Age Program,0,0,0,78,111,0,0,189,2133B Gardenway Drive,Ottawa, Ontario, K4A 3M2,,,https://occhildcare.ca,,
45.3741106,-75.6440027,Centre,Ottawa Catholic Child Care Corporation,Heron Gate Early Learning Centre,0,0,24,52,75,0,0,151,1620 -B Heatherington Road,Ottawa, Ontario, K1V 9P5,,,https://occhildcare.ca,,
45.4077666,-75.6772102,Centre,Ottawa Catholic Child Care Corporation,Holy Spirit School Age Program,0,0,0,52,60,0,0,112,1383 Main  Street,Stittsville, Ontario, K2S 1A8,,,https://occhildcare.ca,,
45.2861833,-75.9308314,Centre,Ottawa Catholic Child Care Corporation,Jackson Trails Early Learning Centre,0,0,40,130,135,0,0,305,1145 B Stittsville Main Street,Stittsville, Ontario, K2S 1B6,,,https://occhildcare.ca,,
45.3083196,-75.9014358,Centre,Ottawa Catholic Child Care Corporation,Katimavik Early Learning Centre,0,0,40,0,0,0,0,40,180 Katimavik  Road,Kanata, Ontario, K2L 4A7,,,https://occhildcare.ca,,
45.404287,-75.748072,Centre,Ottawa Catholic Child Care Corporation,Keyworth Early Learning Centre,0,15,48,104,75,0,0,242,130B Keyworth  Avenue,Ottawa, Ontario, K1Y 0E6,,,https://occhildcare.ca,,
45.3464597,-75.8051302,Centre,Ottawa Catholic Child Care Corporation,Lynwood Early Learning Centre,0,0,24,52,75,0,0,151,3877-B Richmond  Road,Nepean, Ontario, K2H 5C1,,,https://occhildcare.ca,,
45.3368524,-75.941361,Centre,Ottawa Catholic Child Care Corporation,Marchwood Early Learning Centre,0,15,24,78,105,0,0,222,785 Goulbourn Forced Road,Kanata, Ontario, K2K 0K2,,,https://occhildcare.ca,,
45.291164,-75.735381,Centre,Ottawa Catholic Child Care Corporation,Mountshannon Early Learning Centre,0,15,24,78,120,0,0,237,60B Mountshannon Drive,Nepean, Ontario, K2J 4B8,,,https://occhildcare.ca,,
45.4538288,-75.4645143,Centre,Ottawa Catholic Child Care Corporation,Portobello Early Learning Centre,0,0,24,124,90,0,0,238,2000B Portobello  Boulevard,Ottawa, Ontario, K4A 4M9,,,https://occhildcare.ca,,
45.2882425,-75.6730599,Centre,Ottawa Catholic Child Care Corporation,Shoreline Early Learning Centre,0,0,38,78,135,0,0,251,4330B Spratt  Road,Ottawa, Ontario, K1V 2A7,,,https://occhildcare.ca,,
45.478761,-75.48048,Centre,Ottawa Catholic Child Care Corporation,St. Francis of Assisi Early Learning Centre,0,0,32,78,90,0,0,200,795B Watters  Road,Orléans, Ontario, K4A 2T2,,,https://occhildcare.ca,,
45.2809584,-75.837711,Centre,Ottawa Catholic Child Care Corporation,Stonehaven Early Learning Centre,0,0,40,156,150,0,0,346,50B Stonehaven  Drive,Kanata, Ontario, K2M 2K6,,,https://occhildcare.ca,,
45.2875435,-75.7327141,Centre,Ottawa Catholic Child Care Corporation,Strandherd School Age Program,0,0,0,78,150,0,0,228,333 B Beatrice  Drive,Nepean, Ontario, K2J 4W1,,,https://occhildcare.ca,,
45.389517,-75.7336237,Centre,Ottawa Children's Montessori Center Inc.,Ottawa Children's Montessori,10,30,40,0,0,0,0,80,630 Island Park  Drive,Ottawa, Ontario, K1Y 0B7,,,,,
